author,title,location,relative_location,remote_url
Arthur Conan Doyle,Tales of Adventure and Medical Life,/Users/user/gut-au/ebooks07/0700611h.html,ebooks07/0700611h.html,http://gutenberg.net.au/ebooks07/0700611h.html
D H Lawrence,St. Mawr,/Users/user/gut-au/ebooks07/0700621h.html,ebooks07/0700621h.html,http://gutenberg.net.au/ebooks07/0700621h.html
D H Lawrence,The Man Who Died,/Users/user/gut-au/ebooks07/0700631h.html,ebooks07/0700631h.html,http://gutenberg.net.au/ebooks07/0700631h.html
D H Lawrence,The White Peacock,/Users/user/gut-au/ebooks07/0700641h.html,ebooks07/0700641h.html,http://gutenberg.net.au/ebooks07/0700641h.html
Ludwig Tieck,The Elves,/Users/user/gut-au/ebooks07/0700651h.html,ebooks07/0700651h.html,http://gutenberg.net.au/ebooks07/0700651h.html
E. H. Knatchbull-Hugessen,Puss-cat Mew,/Users/user/gut-au/ebooks07/0700661h.html,ebooks07/0700661h.html,http://gutenberg.net.au/ebooks07/0700661h.html
Josephine Tey,Miss Pym Disposes,/Users/user/gut-au/ebooks07/0700671h.html,ebooks07/0700671h.html,http://gutenberg.net.au/ebooks07/0700671h.html
E Nesbit (1858-1924),The Dragon Tamers,/Users/user/gut-au/ebooks07/0700681h.html,ebooks07/0700681h.html,http://gutenberg.net.au/ebooks07/0700681h.html
William Morris (1834-1896)* A Project Gutenberg of Australia eBook *,The Folk of the Mountain Door,/Users/user/gut-au/ebooks07/0700691h.html,ebooks07/0700691h.html,http://gutenberg.net.au/ebooks07/0700691h.html
John Buchan,The Far Islands,/Users/user/gut-au/ebooks07/0700701h.html,ebooks07/0700701h.html,http://gutenberg.net.au/ebooks07/0700701h.html
L. Frank Baum,The Enchanted Buffalo,/Users/user/gut-au/ebooks07/0700711h.html,ebooks07/0700711h.html,http://gutenberg.net.au/ebooks07/0700711h.html
Kenneth Morris,The Regent of the North,/Users/user/gut-au/ebooks07/0700721h.html,ebooks07/0700721h.html,http://gutenberg.net.au/ebooks07/0700721h.html
Le Comte de Janzé,Vertical Land,/Users/user/gut-au/ebooks07/0700731h.html,ebooks07/0700731h.html,http://gutenberg.net.au/ebooks07/0700731h.html
W. H. Hudson,Hampshire Days,/Users/user/gut-au/ebooks07/0700741h.html,ebooks07/0700741h.html,http://gutenberg.net.au/ebooks07/0700741h.html
Hugh Foulis (pseudonym of Neil Munro),Hurricane Jack of The Vital Spark,/Users/user/gut-au/ebooks07/0700751h.html,ebooks07/0700751h.html,http://gutenberg.net.au/ebooks07/0700751h.html
Earl Derr Biggers,Charlie Chan Carries On,/Users/user/gut-au/ebooks07/0700761h.html,ebooks07/0700761h.html,http://gutenberg.net.au/ebooks07/0700761h.html
Edgar Wallace,Sanders,/Users/user/gut-au/ebooks07/0700771h.html,ebooks07/0700771h.html,http://gutenberg.net.au/ebooks07/0700771h.html
Hugh Lofting,Doctor Dolittle's Return,/Users/user/gut-au/ebooks07/0700781h.html,ebooks07/0700781h.html,http://gutenberg.net.au/ebooks07/0700781h.html
Huan Mee,A Diplomatic Woman (The Russian Cipher),/Users/user/gut-au/ebooks07/0700791h.html,ebooks07/0700791h.html,http://gutenberg.net.au/ebooks07/0700791h.html
R. Austin Freeman,The Penrose Mystery,/Users/user/gut-au/ebooks07/0700801h.html,ebooks07/0700801h.html,http://gutenberg.net.au/ebooks07/0700801h.html
R. Austin Freeman,The Stoneware Monkey,/Users/user/gut-au/ebooks07/0700811h.html,ebooks07/0700811h.html,http://gutenberg.net.au/ebooks07/0700811h.html
Edgar Wallace,The Coat of Arms (The Arranways Mystery),/Users/user/gut-au/ebooks07/0700821h.html,ebooks07/0700821h.html,http://gutenberg.net.au/ebooks07/0700821h.html
D H Lawrence,The Lost Girl (published 1921 in the USA),/Users/user/gut-au/ebooks07/0700831h.html,ebooks07/0700831h.html,http://gutenberg.net.au/ebooks07/0700831h.html
R. Austin Freeman,The Cat's Eye,/Users/user/gut-au/ebooks07/0700841h.html,ebooks07/0700841h.html,http://gutenberg.net.au/ebooks07/0700841h.html
R. Austin Freeman,As a Thief in the Night,/Users/user/gut-au/ebooks07/0700851h.html,ebooks07/0700851h.html,http://gutenberg.net.au/ebooks07/0700851h.html
Sheridan Le Fanu,In a Glass Darkly,/Users/user/gut-au/ebooks07/0700861h.html,ebooks07/0700861h.html,http://gutenberg.net.au/ebooks07/0700861h.html
Gertrude Lawrence (1898-1952),A Star Danced (1945),/Users/user/gut-au/ebooks07/0700891h.html,ebooks07/0700891h.html,http://gutenberg.net.au/ebooks07/0700891h.html
Will James,Home Ranch (1945),/Users/user/gut-au/ebooks07/0700931h.html,ebooks07/0700931h.html,http://gutenberg.net.au/ebooks07/0700931h.html
Charles M Russell (1864–1926),Trails Plowed Under (1927),/Users/user/gut-au/ebooks07/0700941h.html,ebooks07/0700941h.html,http://gutenberg.net.au/ebooks07/0700941h.html
Edgar Wallace,"The Yellow Snake, or The Black Tenth",/Users/user/gut-au/ebooks07/0700951h.html,ebooks07/0700951h.html,http://gutenberg.net.au/ebooks07/0700951h.html
H.G. Wells,Kipps - The Story of a Simple Soul,/Users/user/gut-au/ebooks07/0700961h.html,ebooks07/0700961h.html,http://gutenberg.net.au/ebooks07/0700961h.html
Henry Savery,Quintus Servinton,/Users/user/gut-au/ebooks07/0700971h.html,ebooks07/0700971h.html,http://gutenberg.net.au/ebooks07/0700971h.html
Erle Cox,The Missing Angel,/Users/user/gut-au/ebooks07/0701011h.html,ebooks07/0701011h.html,http://gutenberg.net.au/ebooks07/0701011h.html
Arthur Conan Doyle,Tales of Pirates and Blue Water,/Users/user/gut-au/ebooks07/0701021h.html,ebooks07/0701021h.html,http://gutenberg.net.au/ebooks07/0701021h.html
Edgar Wallace,Blue Hand,/Users/user/gut-au/ebooks07/0701031h.html,ebooks07/0701031h.html,http://gutenberg.net.au/ebooks07/0701031h.html
Edgar Wallace,Mr. Justice Maxell,/Users/user/gut-au/ebooks07/0701041h.html,ebooks07/0701041h.html,http://gutenberg.net.au/ebooks07/0701041h.html
Edgar Wallace,The Flying Squad,/Users/user/gut-au/ebooks07/0701051h.html,ebooks07/0701051h.html,http://gutenberg.net.au/ebooks07/0701051h.html
Edgar Wallace,The Law of the Four Just Men,/Users/user/gut-au/ebooks07/0701061h.html,ebooks07/0701061h.html,http://gutenberg.net.au/ebooks07/0701061h.html
"Arthur S Peake, D.D. (1865–1929)",The Life of Sir William Hartley,/Users/user/gut-au/ebooks07/0701091h.html,ebooks07/0701091h.html,http://gutenberg.net.au/ebooks07/0701091h.html
Robert E. Howard,Almuric,/Users/user/gut-au/ebooks07/0701111h.html,ebooks07/0701111h.html,http://gutenberg.net.au/ebooks07/0701111h.html
Rafael Sabatini,Collected Stories Vol. I,/Users/user/gut-au/ebooks07/0701121h.html,ebooks07/0701121h.html,http://gutenberg.net.au/ebooks07/0701121h.html
Radclyffe Hall,The Unlit Lamp (1924),/Users/user/gut-au/ebooks07/0701131h.html,ebooks07/0701131h.html,http://gutenberg.net.au/ebooks07/0701131h.html
Arthur Conan Doyle,Tales of the Ring and the Camp,/Users/user/gut-au/ebooks07/0701141h.html,ebooks07/0701141h.html,http://gutenberg.net.au/ebooks07/0701141h.html
Carolyn Wells,The Technique of the Mystery Story (1913),/Users/user/gut-au/ebooks07/0701151h.html,ebooks07/0701151h.html,http://gutenberg.net.au/ebooks07/0701151h.html
Ernest Bramah,Max Carrados Mysteries,/Users/user/gut-au/ebooks07/0701161h.html,ebooks07/0701161h.html,http://gutenberg.net.au/ebooks07/0701161h.html
Edgar Wallace,The Clue of the New Pin,/Users/user/gut-au/ebooks07/0701171h.html,ebooks07/0701171h.html,http://gutenberg.net.au/ebooks07/0701171h.html
Edgar Wallace,The Joker (1926),/Users/user/gut-au/ebooks07/0701181h.html,ebooks07/0701181h.html,http://gutenberg.net.au/ebooks07/0701181h.html
William Hope Hodgson,"Carnacki, The Ghost Finder",/Users/user/gut-au/ebooks07/0701191h.html,ebooks07/0701191h.html,http://gutenberg.net.au/ebooks07/0701191h.html
Rafael Sabatini,The Chronicles of Captain Blood (1931),/Users/user/gut-au/ebooks07/0701201h.html,ebooks07/0701201h.html,http://gutenberg.net.au/ebooks07/0701201h.html
Edgar Wallace,The Three Just Men,/Users/user/gut-au/ebooks07/0701211h.html,ebooks07/0701211h.html,http://gutenberg.net.au/ebooks07/0701211h.html
Hugh Lofting,The Voyages of Doctor Dolittle,/Users/user/gut-au/ebooks07/0701221h.html,ebooks07/0701221h.html,http://gutenberg.net.au/ebooks07/0701221h.html
H.G. Wells,Star-Begotten,/Users/user/gut-au/ebooks07/0701231h.html,ebooks07/0701231h.html,http://gutenberg.net.au/ebooks07/0701231h.html
H.G. Wells,"Mr. Belloc Objects to ""The Outline of History""",/Users/user/gut-au/ebooks07/0701251h.html,ebooks07/0701251h.html,http://gutenberg.net.au/ebooks07/0701251h.html
Dylan Thomas,A Child's Christmas in Wales,/Users/user/gut-au/ebooks07/0701261h.html,ebooks07/0701261h.html,http://gutenberg.net.au/ebooks07/0701261h.html
R. Austin Freeman,The D'Arblay Mystery,/Users/user/gut-au/ebooks07/0701271h.html,ebooks07/0701271h.html,http://gutenberg.net.au/ebooks07/0701271h.html
H. G. Wells,The Wild Asses of the Devil,/Users/user/gut-au/ebooks07/0701281h.html,ebooks07/0701281h.html,http://gutenberg.net.au/ebooks07/0701281h.html
E Nesbit,My School Days,/Users/user/gut-au/ebooks07/0701291h.html,ebooks07/0701291h.html,http://gutenberg.net.au/ebooks07/0701291h.html
R. Austin Freeman,Mr Pottermack's Oversight,/Users/user/gut-au/ebooks08/0800011h.html,ebooks08/0800011h.html,http://gutenberg.net.au/ebooks08/0800011h.html
Rafael Sabatini,Scaramouche The Kingmaker: A Romance,/Users/user/gut-au/ebooks08/0800031h.html,ebooks08/0800031h.html,http://gutenberg.net.au/ebooks08/0800031h.html
Herbert Jenkins (1876-1923),Bindle: Some Chapters in the Life of Joseph Bindle,/Users/user/gut-au/ebooks08/0800041h.html,ebooks08/0800041h.html,http://gutenberg.net.au/ebooks08/0800041h.html
Dr. San C. Po C.B.E.  (1870-1946),Burma and the Karens,/Users/user/gut-au/ebooks08/0800051h.html,ebooks08/0800051h.html,http://gutenberg.net.au/ebooks08/0800051h.html
Harry Ignatius Marshall,The Karen People of Burma: A Study in Anthropology and Ethnology,/Users/user/gut-au/ebooks08/0800061h.html,ebooks08/0800061h.html,http://gutenberg.net.au/ebooks08/0800061h.html
Rafael Sabatini,The Carolinian (1924),/Users/user/gut-au/ebooks08/0800091h.html,ebooks08/0800091h.html,http://gutenberg.net.au/ebooks08/0800091h.html
Edgar Wallace,Planetoid 127/The Sweizer Pump,/Users/user/gut-au/ebooks08/0800101h.html,ebooks08/0800101h.html,http://gutenberg.net.au/ebooks08/0800101h.html
A History of Ireland and Her People (1931),Eleanor Hull (1860-1935),/Users/user/gut-au/ebooks08/0800111h.html,ebooks08/0800111h.html,http://gutenberg.net.au/ebooks08/0800111h.html
Chauncey Thomas (1822 - 1898),The Crystal Button (1891),/Users/user/gut-au/ebooks08/0800121h.html,ebooks08/0800121h.html,http://gutenberg.net.au/ebooks08/0800121h.html
Anonymous,Man Abroad (1887),/Users/user/gut-au/ebooks08/0800131h.html,ebooks08/0800131h.html,http://gutenberg.net.au/ebooks08/0800131h.html
Edgar Wallace,The Man at the Carlton,/Users/user/gut-au/ebooks08/0800141h.html,ebooks08/0800141h.html,http://gutenberg.net.au/ebooks08/0800141h.html
,,/Users/user/gut-au/ebooks08/0800181h.html,ebooks08/0800181h.html,http://gutenberg.net.au/ebooks08/0800181h.html
Edgar Wallace,The Forger,/Users/user/gut-au/ebooks08/0800201h.html,ebooks08/0800201h.html,http://gutenberg.net.au/ebooks08/0800201h.html
Edgar Wallace,Again the Three Just Men,/Users/user/gut-au/ebooks08/0800211h.html,ebooks08/0800211h.html,http://gutenberg.net.au/ebooks08/0800211h.html
Katherine Mansfield,Something Childish and Other Stories,/Users/user/gut-au/ebooks08/0800221h.html,ebooks08/0800221h.html,http://gutenberg.net.au/ebooks08/0800221h.html
Katherine Mansfield,The Garden Party and Other Stories,/Users/user/gut-au/ebooks08/0800231h.html,ebooks08/0800231h.html,http://gutenberg.net.au/ebooks08/0800231h.html
Gaston Leroux,Balaoo (1912),/Users/user/gut-au/ebooks08/0800281h.html,ebooks08/0800281h.html,http://gutenberg.net.au/ebooks08/0800281h.html
Arthur Conan Doyle,Tales of Twilight and the,/Users/user/gut-au/ebooks08/0800291h.html,ebooks08/0800291h.html,http://gutenberg.net.au/ebooks08/0800291h.html
,"""The Joker"") (Mar 1923);",/Users/user/gut-au/ebooks08/0800301h.html,ebooks08/0800301h.html,http://gutenberg.net.au/ebooks08/0800301h.html
,,/Users/user/gut-au/ebooks08/0800311h.html,ebooks08/0800311h.html,http://gutenberg.net.au/ebooks08/0800311h.html
Arthur Morrison,Tales of Mean Streets,/Users/user/gut-au/ebooks08/0800371h.html,ebooks08/0800371h.html,http://gutenberg.net.au/ebooks08/0800371h.html
Max Brand,Hole-In-The-Wall Barrett,/Users/user/gut-au/ebooks08/0800381h.html,ebooks08/0800381h.html,http://gutenberg.net.au/ebooks08/0800381h.html
Charles Nordhoff and James Norman Hall,Mutiny on the Bounty (1932),/Users/user/gut-au/ebooks08/0800401h.html,ebooks08/0800401h.html,http://gutenberg.net.au/ebooks08/0800401h.html
Charles Nordhoff and James Norman Hall,Men Against the Sea (1933),/Users/user/gut-au/ebooks08/0800411h.html,ebooks08/0800411h.html,http://gutenberg.net.au/ebooks08/0800411h.html
Charles Nordhoff and James Norman Hall,Pitcairn's Island (1933),/Users/user/gut-au/ebooks08/0800421h.html,ebooks08/0800421h.html,http://gutenberg.net.au/ebooks08/0800421h.html
Sapper (Herman Cyril McNeile),Bulldog Drummond,/Users/user/gut-au/ebooks08/0800431h.html,ebooks08/0800431h.html,http://gutenberg.net.au/ebooks08/0800431h.html
Sapper (Herman Cyril McNeile),The Final Count,/Users/user/gut-au/ebooks08/0800441h.html,ebooks08/0800441h.html,http://gutenberg.net.au/ebooks08/0800441h.html
Hulbert Footner,Sinfully Rich,/Users/user/gut-au/ebooks08/0800461h.html,ebooks08/0800461h.html,http://gutenberg.net.au/ebooks08/0800461h.html
Josephine Tey,Brat Farrar (Come and Kill Me),/Users/user/gut-au/ebooks08/0800471h.html,ebooks08/0800471h.html,http://gutenberg.net.au/ebooks08/0800471h.html
Josephine Tey,The Franchise Affair,/Users/user/gut-au/ebooks08/0800481h.html,ebooks08/0800481h.html,http://gutenberg.net.au/ebooks08/0800481h.html
Sapper (Herman Cyril McNeile),The Black Gang,/Users/user/gut-au/ebooks08/0800501h.html,ebooks08/0800501h.html,http://gutenberg.net.au/ebooks08/0800501h.html
Sapper (Herman Cyril McNeile),The Female of the Species,/Users/user/gut-au/ebooks08/0800511h.html,ebooks08/0800511h.html,http://gutenberg.net.au/ebooks08/0800511h.html
Sapper (Herman Cyril McNeile),When Carruthers Laughed,/Users/user/gut-au/ebooks08/0800521h.html,ebooks08/0800521h.html,http://gutenberg.net.au/ebooks08/0800521h.html
Sapper (Herman Cyril McNeile),Jim Maitland,/Users/user/gut-au/ebooks08/0800531h.html,ebooks08/0800531h.html,http://gutenberg.net.au/ebooks08/0800531h.html
"Josephine Tey writing as ""Gordon Daviot""",The Privateer,/Users/user/gut-au/ebooks08/0800541h.html,ebooks08/0800541h.html,http://gutenberg.net.au/ebooks08/0800541h.html
Josephine Tey,To Love and Be Wise,/Users/user/gut-au/ebooks08/0800551h.html,ebooks08/0800551h.html,http://gutenberg.net.au/ebooks08/0800551h.html
Arthur Morrison,The Hole in the Wall,/Users/user/gut-au/ebooks08/0800561h.html,ebooks08/0800561h.html,http://gutenberg.net.au/ebooks08/0800561h.html
Hulbert Footner,Easy to Kill,/Users/user/gut-au/ebooks08/0800571h.html,ebooks08/0800571h.html,http://gutenberg.net.au/ebooks08/0800571h.html
Eric Knight,The Flying Yorkshireman (1942),/Users/user/gut-au/ebooks08/0800581h.html,ebooks08/0800581h.html,http://gutenberg.net.au/ebooks08/0800581h.html
Thomas Bastard,"The Autobiography of ""Cockney Tom""",/Users/user/gut-au/ebooks08/0800591h.html,ebooks08/0800591h.html,http://gutenberg.net.au/ebooks08/0800591h.html
Helen Simpson,Boomerang (1932),/Users/user/gut-au/ebooks08/0800611h.html,ebooks08/0800611h.html,http://gutenberg.net.au/ebooks08/0800611h.html
Edgar Wallace,The Clue Of The Silver Key,/Users/user/gut-au/ebooks08/0800621h.html,ebooks08/0800621h.html,http://gutenberg.net.au/ebooks08/0800621h.html
Marjorie Bowen,Queen's Caprice,/Users/user/gut-au/ebooks08/0800641h.html,ebooks08/0800641h.html,http://gutenberg.net.au/ebooks08/0800641h.html
Arthur Machen,Tales of Horror and the Supernatural,/Users/user/gut-au/ebooks08/0800651h.html,ebooks08/0800651h.html,http://gutenberg.net.au/ebooks08/0800651h.html
E M Delafield,The Diary of a Provincial Lady,/Users/user/gut-au/ebooks08/0800661h.html,ebooks08/0800661h.html,http://gutenberg.net.au/ebooks08/0800661h.html
Edgar Wallace,The Ringer,/Users/user/gut-au/ebooks08/0800671h.html,ebooks08/0800671h.html,http://gutenberg.net.au/ebooks08/0800671h.html
Helen Simpson,The Spanish Marriage (1933),/Users/user/gut-au/ebooks08/0800681h.html,ebooks08/0800681h.html,http://gutenberg.net.au/ebooks08/0800681h.html
Helen Simpson,Under Capricorn,/Users/user/gut-au/ebooks08/0800691h.html,ebooks08/0800691h.html,http://gutenberg.net.au/ebooks08/0800691h.html
E M Delafield,The Provincial Lady Goes Further,/Users/user/gut-au/ebooks08/0800701h.html,ebooks08/0800701h.html,http://gutenberg.net.au/ebooks08/0800701h.html
Marjorie Bowen,Patriotic Lady,/Users/user/gut-au/ebooks08/0800711h.html,ebooks08/0800711h.html,http://gutenberg.net.au/ebooks08/0800711h.html
Sapper (Herman Cyril McNeile),The Return of Bulldog Drummond,/Users/user/gut-au/ebooks08/0800731h.html,ebooks08/0800731h.html,http://gutenberg.net.au/ebooks08/0800731h.html
Zane Grey,The Drift Fence,/Users/user/gut-au/ebooks08/0800741h.html,ebooks08/0800741h.html,http://gutenberg.net.au/ebooks08/0800741h.html
Edgar Wallace,Again the Ringer,/Users/user/gut-au/ebooks08/0800761h.html,ebooks08/0800761h.html,http://gutenberg.net.au/ebooks08/0800761h.html
Edgar Wallace,When the Gangs Came to London,/Users/user/gut-au/ebooks08/0800781h.html,ebooks08/0800781h.html,http://gutenberg.net.au/ebooks08/0800781h.html
Helen Simpson,The Woman on the Beast,/Users/user/gut-au/ebooks08/0800801h.html,ebooks08/0800801h.html,http://gutenberg.net.au/ebooks08/0800801h.html
Charles Williams,Et in Sempiternum Pereant,/Users/user/gut-au/ebooks08/0800821h.html,ebooks08/0800821h.html,http://gutenberg.net.au/ebooks08/0800821h.html
Helen Simpson,Saraband for Dead Lovers (1935),/Users/user/gut-au/ebooks08/0800831h.html,ebooks08/0800831h.html,http://gutenberg.net.au/ebooks08/0800831h.html
Edgar Wallace,Flat 2,/Users/user/gut-au/ebooks08/0800841h.html,ebooks08/0800841h.html,http://gutenberg.net.au/ebooks08/0800841h.html
William Harrison Ainsworth,The Spectre Bride,/Users/user/gut-au/ebooks08/0800851h.html,ebooks08/0800851h.html,http://gutenberg.net.au/ebooks08/0800851h.html
Edgar Wallace,The Iron Grip (Wireless Bryce),/Users/user/gut-au/ebooks08/0800861h.html,ebooks08/0800861h.html,http://gutenberg.net.au/ebooks08/0800861h.html
J. H. M. (John Henry Macartney) Abbott,Tommy Cornstalk,/Users/user/gut-au/ebooks08/0800891h.html,ebooks08/0800891h.html,http://gutenberg.net.au/ebooks08/0800891h.html
Josephine Tey,A Shilling for Candles,/Users/user/gut-au/ebooks08/0800901h.html,ebooks08/0800901h.html,http://gutenberg.net.au/ebooks08/0800901h.html
M R James,Collected Ghost Stories,/Users/user/gut-au/ebooks08/0800911h.html,ebooks08/0800911h.html,http://gutenberg.net.au/ebooks08/0800911h.html
Ethel Lina White,She Faded Into Air,/Users/user/gut-au/ebooks08/0800921h.html,ebooks08/0800921h.html,http://gutenberg.net.au/ebooks08/0800921h.html
Edgar Wallace,The Twister,/Users/user/gut-au/ebooks08/0800941h.html,ebooks08/0800941h.html,http://gutenberg.net.au/ebooks08/0800941h.html
Miles Franklin,All That Swagger,/Users/user/gut-au/ebooks08/0800961h.html,ebooks08/0800961h.html,http://gutenberg.net.au/ebooks08/0800961h.html
Sapper (Herman Cyril McNeile),The Third Round,/Users/user/gut-au/ebooks08/0800971h.html,ebooks08/0800971h.html,http://gutenberg.net.au/ebooks08/0800971h.html
Miles Franklin,Up the Country,/Users/user/gut-au/ebooks08/0800981h.html,ebooks08/0800981h.html,http://gutenberg.net.au/ebooks08/0800981h.html
John Ulrich Giesy,"Jason, Son of Jason",/Users/user/gut-au/ebooks08/0801061h.html,ebooks08/0801061h.html,http://gutenberg.net.au/ebooks08/0801061h.html
John Ulrich Giesy,The Mouthpiece of Zitu,/Users/user/gut-au/ebooks08/0801071h.html,ebooks08/0801071h.html,http://gutenberg.net.au/ebooks08/0801071h.html
John Ulrich Giesy,Palos of the Dog Star Pack,/Users/user/gut-au/ebooks08/0801081h.html,ebooks08/0801081h.html,http://gutenberg.net.au/ebooks08/0801081h.html
Edgar Wallace,Big Foot,/Users/user/gut-au/ebooks08/0801091h.html,ebooks08/0801091h.html,http://gutenberg.net.au/ebooks08/0801091h.html
Helen Simpson,Maid No More,/Users/user/gut-au/ebooks08/0801101h.html,ebooks08/0801101h.html,http://gutenberg.net.au/ebooks08/0801101h.html
,,/Users/user/gut-au/ebooks08/0801111h.html,ebooks08/0801111h.html,http://gutenberg.net.au/ebooks08/0801111h.html
Captain Franz von Rintelen,The Dark Invader,/Users/user/gut-au/ebooks08/0801121h.html,ebooks08/0801121h.html,http://gutenberg.net.au/ebooks08/0801121h.html
Edgar Wallace,Sanders of the River,/Users/user/gut-au/ebooks08/0801131h.html,ebooks08/0801131h.html,http://gutenberg.net.au/ebooks08/0801131h.html
Marjorie Bowen,A Knight of Spain,/Users/user/gut-au/ebooks08/0801141h.html,ebooks08/0801141h.html,http://gutenberg.net.au/ebooks08/0801141h.html
Sapper (Herman Cyril McNeile),The Saving Clause and Other Stories,/Users/user/gut-au/ebooks08/0801151h.html,ebooks08/0801151h.html,http://gutenberg.net.au/ebooks08/0801151h.html
Sapper (Herman Cyril McNeile),The Finger of Fate and Other Stories,/Users/user/gut-au/ebooks08/0801161h.html,ebooks08/0801161h.html,http://gutenberg.net.au/ebooks08/0801161h.html
Edgar Wallace,The Dark Eyes of London,/Users/user/gut-au/ebooks08/0801171h.html,ebooks08/0801171h.html,http://gutenberg.net.au/ebooks08/0801171h.html
Edgar Wallace,The Devil Man,/Users/user/gut-au/ebooks08/0801181h.html,ebooks08/0801181h.html,http://gutenberg.net.au/ebooks08/0801181h.html
Helen Simpson,Henry VIII,/Users/user/gut-au/ebooks08/0801191h.html,ebooks08/0801191h.html,http://gutenberg.net.au/ebooks08/0801191h.html
Edgar Wallace,People (Edgar Wallace by Himself),/Users/user/gut-au/ebooks08/0801201h.html,ebooks08/0801201h.html,http://gutenberg.net.au/ebooks08/0801201h.html
Robert E. Howard,Old Garfield's Heart,/Users/user/gut-au/ebooks08/0801211h.html,ebooks08/0801211h.html,http://gutenberg.net.au/ebooks08/0801211h.html
Robert E. Howard,Cupid vs. Pollux,/Users/user/gut-au/ebooks08/0801221h.html,ebooks08/0801221h.html,http://gutenberg.net.au/ebooks08/0801221h.html
Robert E. Howard,The Man on the Ground,/Users/user/gut-au/ebooks08/0801231h.html,ebooks08/0801231h.html,http://gutenberg.net.au/ebooks08/0801231h.html
Robert E. Howard,She Devil,/Users/user/gut-au/ebooks08/0801241h.html,ebooks08/0801241h.html,http://gutenberg.net.au/ebooks08/0801241h.html
Edgar Wallace,Chick and Other Stories,/Users/user/gut-au/ebooks08/0801251h.html,ebooks08/0801251h.html,http://gutenberg.net.au/ebooks08/0801251h.html
Edgar Wallace,The Gunner (Gunman's Bluff),/Users/user/gut-au/ebooks08/0801261h.html,ebooks08/0801261h.html,http://gutenberg.net.au/ebooks08/0801261h.html
Brent of Bin Bin (a pseudonym of Miles Franklin),Back to Bool Bool,/Users/user/gut-au/ebooks08/0801271h.html,ebooks08/0801271h.html,http://gutenberg.net.au/ebooks08/0801271h.html
Miles Franklin,Ten Creeks Run,/Users/user/gut-au/ebooks08/0801281h.html,ebooks08/0801281h.html,http://gutenberg.net.au/ebooks08/0801281h.html
Hulbert Footner,A Self-Made Thief,/Users/user/gut-au/ebooks08/0801291h.html,ebooks08/0801291h.html,http://gutenberg.net.au/ebooks08/0801291h.html
Miles Franklin,Bring the Monkey,/Users/user/gut-au/ebooks08/0801301h.html,ebooks08/0801301h.html,http://gutenberg.net.au/ebooks08/0801301h.html
Miles Franklin,Old Blastus of Bandicoot,/Users/user/gut-au/ebooks08/0801311h.html,ebooks08/0801311h.html,http://gutenberg.net.au/ebooks08/0801311h.html
Miles Franklin,Prelude to Waking,/Users/user/gut-au/ebooks08/0801321h.html,ebooks08/0801321h.html,http://gutenberg.net.au/ebooks08/0801321h.html
Alonzo Bunker,Sketches from the Karen Hills,/Users/user/gut-au/ebooks08/0801351h.html,ebooks08/0801351h.html,http://gutenberg.net.au/ebooks08/0801351h.html
John Buchan,The Courts of the Morning,/Users/user/gut-au/ebooks08/0801361h.html,ebooks08/0801361h.html,http://gutenberg.net.au/ebooks08/0801361h.html
Rafael Sabatini,The Plague of Ghosts and Other Stories,/Users/user/gut-au/ebooks08/0801371h.html,ebooks08/0801371h.html,http://gutenberg.net.au/ebooks08/0801371h.html
Max Brand,The Hair-Trigger Kid,/Users/user/gut-au/ebooks08/0801381h.html,ebooks08/0801381h.html,http://gutenberg.net.au/ebooks08/0801381h.html
Rafael Sabatini,Casanova's Alibi and Other Stories (a PGA compilation),/Users/user/gut-au/ebooks08/0801391h.html,ebooks08/0801391h.html,http://gutenberg.net.au/ebooks08/0801391h.html
Hulbert Footner,Murder Runs in the Family,/Users/user/gut-au/ebooks08/0801401h.html,ebooks08/0801401h.html,http://gutenberg.net.au/ebooks08/0801401h.html
Hulbert Footner,Thieves' Wit,/Users/user/gut-au/ebooks08/0801411h.html,ebooks08/0801411h.html,http://gutenberg.net.au/ebooks08/0801411h.html
Henry N Stevens (Editor),New Light on the Discovery Of Australia,/Users/user/gut-au/ebooks09/0900011h.html,ebooks09/0900011h.html,http://gutenberg.net.au/ebooks09/0900011h.html
,,/Users/user/gut-au/ebooks09/0900031h.html,ebooks09/0900031h.html,http://gutenberg.net.au/ebooks09/0900031h.html
Rainer Maria Rilke,Letters to a Young Woman (Briefe an eine junge Frau),/Users/user/gut-au/ebooks09/0900041h.html,ebooks09/0900041h.html,http://gutenberg.net.au/ebooks09/0900041h.html
Author: Francis Mason,"The Karen Apostle: or, Memoir of Ko Thah-byu",/Users/user/gut-au/ebooks09/0900061h.html,ebooks09/0900061h.html,http://gutenberg.net.au/ebooks09/0900061h.html
Edgar Wallace,Lieutenant Bones,/Users/user/gut-au/ebooks09/0900071h.html,ebooks09/0900071h.html,http://gutenberg.net.au/ebooks09/0900071h.html
Edgar Wallace,Bosambo of the River,/Users/user/gut-au/ebooks09/0900081h.html,ebooks09/0900081h.html,http://gutenberg.net.au/ebooks09/0900081h.html
Ida Lee (Mrs. Charles Bruce Marriott),The Coming of the British to Australia 1788 to 1829,/Users/user/gut-au/ebooks09/0900091h.html,ebooks09/0900091h.html,http://gutenberg.net.au/ebooks09/0900091h.html
Herbert Jenkins,The Bindles on the Rocks,/Users/user/gut-au/ebooks09/0900101h.html,ebooks09/0900101h.html,http://gutenberg.net.au/ebooks09/0900101h.html
