title,author,full_author,full_title,url_html,url_text,url_zip,url_pdf,url_other
Green Grey Homestead,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400261h.html,,,,
The Miserable Clerk,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400251h.html,,,,
On Emu Creek,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400241h.html,,,,
We Kaytons,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400231h.html,,,,
The Romance Of Runnibede,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400221h.html,,,,
The Umbrella Murder,Carolyn Wells,,,http://gutenberg.net.au/ebooks24/2400211h.html,,,,
The Dashwoods,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400201h.html,,,,
Grandpa's Selection,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400191h.html,,,,
The Old Homestead,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400181h.html,,,,
The Book of Dan,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400171h.html,,,,
Verse of Christopher Brennan,Christopher Brennan,,,,,,http://gutenberg.net.au/ebooks24/2400161p.pdf,
The Roll-Top Desk Mystery,Carolyn Wells,,,http://gutenberg.net.au/ebooks24/2400151h.html,,,,
Duncan McClure,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400141h.html,,,,
The Clue of the Eyelash,Carolyn Wells,,,http://gutenberg.net.au/ebooks24/2400131h.html,,,,
On an Australian Farm,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400121h.html,,,,
The Visiting Villain,Carolyn Wells,,,http://gutenberg.net.au/ebooks24/2400111h.html,,,,
From Selection to City,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400101h.html,,,,
Stocking Our Selection,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400091h.html,,,,
In Australia,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400081h.html,,,,
Horror House,Carolyn Wells,,,http://gutenberg.net.au/ebooks24/2400071h.html,,,,
The Poor Parson,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400061h.html,,,,
Back at Our Selection,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400051h.html,,,,
Sandy's Selection,Steele Rudd,,,http://gutenberg.net.au/ebooks24/2400041h.html,,,,
That Droll Lady,Thomas E Spencer,,,http://gutenberg.net.au/ebooks24/2400031h.html,,,,
The Surprising Adventures,Thomas E Spencer,,The Surprising Adventures of Mrs Bridget McSweeney,http://gutenberg.net.au/ebooks24/2400021h.html,,,,
The Spirit Of The Bush Fire,J M Whitfield,,,http://gutenberg.net.au/ebooks24/2400011h.html,,,,
For Life and Other Stories,Steele Rudd,,,http://gutenberg.net.au/ebooks23/2301211h.html,,,,
A Plea for Pure Democracy,Catherine Helen Spence,,,http://gutenberg.net.au/ebooks23/2301201h.html,,,,
Dad in Politics,Steele Rudd,,,http://gutenberg.net.au/ebooks23/2301191h.html,,,,
South Wind,Norman Douglas,,,http://gutenberg.net.au/ebooks23/2301181h.html,,,,
A Tale of the Coral Sea,Randolph Bedford,,,http://gutenberg.net.au/ebooks23/2301171h.html,,,,
The Chinese Apple,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2301161h.html,,,,
Life of Patrick Sarsfield,"Earl of Lucan,Todhunter",,,http://gutenberg.net.au/ebooks23/2301151h.html,,,,
Blinky Bill Joins the Army,Dorothy Wall,,,http://gutenberg.net.au/ebooks23/2301141h.html,,,,
Peter Porcupine:A Study of William Cobbett,M Bowen,,,http://gutenberg.net.au/ebooks23/2301131h.html,,,,
Folly in Fairyland,Carolyn Wells,,,http://gutenberg.net.au/ebooks23/2301121h.html,,,,
Jacko the Broadcasting Kookaburra,Brooke Nicholls,,,http://gutenberg.net.au/ebooks23/2301111h.html,,,,
Stout Fellows,Dorothy Wall,,,http://gutenberg.net.au/ebooks23/2301101h.html,,,,
The Pleasant Husband,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2301091h.html,,,,
The Love Story of a Fastidious Man,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2301081h.html,,,,
Shadows of Yesterday,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2301071h.html,,,,
Bridget and the Bees,Dorothy Wall,,,http://gutenberg.net.au/ebooks23/2301061h.html,,,,
The Rainy Day,Dorothy Wall,,,http://gutenberg.net.au/ebooks23/2301051h.html,,,,
Brave Employments,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2301041h.html,,,,
A Tiny Story of Blinky Bill,Dorothy Wall,,,http://gutenberg.net.au/ebooks23/2301031h.html,,,,
Brownie,Dorothy Wall,,,http://gutenberg.net.au/ebooks23/2301021h.html,,,,
Blinky Bill's ABC Book,Dorothy Wall,,,http://gutenberg.net.au/ebooks23/2301011h.html,,,,
Mother Goose's Menagerie,Carolyn Wells,,,http://gutenberg.net.au/ebooks23/2301001h.html,,,,
Clara Morison,Catherine Helen Spence,,,http://gutenberg.net.au/ebooks23/2300991h.html,,,,
The Sixth Commandment,Carolyn Wells,,,http://gutenberg.net.au/ebooks23/2300981h.html,,,,
World's Wonder And Other Essays,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300971h.html,,,,
All at Sea,Carolyn Wells,,,http://gutenberg.net.au/ebooks23/2300961h.html,,,,
The Golden South,Kathleen Lambert,,,http://gutenberg.net.au/ebooks23/2300951h.html,,,,
Wrestling Jacob,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300941h.html,,,,
Bindawalla,Thomas E Spencer,,,http://gutenberg.net.au/ebooks23/2300931h.html,,,,
The Call of the South,Louis Becke,,,http://gutenberg.net.au/ebooks23/2300921h.html,,,,
Murder at the Casino,Carolyn Wells,,,http://gutenberg.net.au/ebooks23/2300911h.html,,,,
The Haunted Shanty and Other Stories,T E Spencer,,,http://gutenberg.net.au/ebooks23/2300901h.html,,,,
The Ghosts' High Noon,Carolyn Wells,,,http://gutenberg.net.au/ebooks23/2300891h.html,,,,
A Spring Cleaning,Thomas E Spencer,,,http://gutenberg.net.au/ebooks23/2300881h.html,,,,
The Miracle of Coral Gables,Rex Beach,,,http://gutenberg.net.au/ebooks23/2300871h.html,,,,
Fuller's Earth,Carolyn Wells,,,http://gutenberg.net.au/ebooks23/2300861h.html,,,,
How McDougall Topped the Score,Thomas E Spencer,,,http://gutenberg.net.au/ebooks23/2300851h.html,,,,
Why Doherty Died,Thomas E Spencer,,,http://gutenberg.net.au/ebooks23/2300841h.html,,,,
Gulbaz and the Game,Talbot Mundy,,,http://gutenberg.net.au/ebooks23/2300831h.html,,,,
Edward Barry,"South Sea Pearler, Louis Becke",,,http://gutenberg.net.au/ebooks23/2300821h.html,,,,
Remembering the Forgotten,E V Crampton,,,,,,http://gutenberg.net.au/ebooks23/2300811p.pdf,
The Triumphant Beast,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300801h.html,,,,
Trumpets at Rome,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300791h.html,,,,
Two Mistakes,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300781h.html,,,,
There Are More Things,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300771h.html,,,,
Peach-Coloured Plumes,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300761h.html,,,,
Castles in the Air,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300751h.html,,,,
Out of Season,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300741h.html,,,,
Miss Modernity,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300731h.html,,,,
Jacqueline of the Peach Blossoms,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300721h.html,,,,
Fleur Ange,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300711h.html,,,,
And the World Went Very Well Then,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300701h.html,,,,
Bully Hayes: Buccaneer,Louis Becke,,,http://gutenberg.net.au/ebooks23/2300691h.html,,,,
The Soul of Jeannie Duncan,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300681h.html,,,,
The Match-Maker,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300671h.html,,,,
The Masterpiece,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300661h.html,,,,
The Cabriolet,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300651h.html,,,,
A Proposal of Marriage,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300641h.html,,,,
The Confession of Floris Heenvliet,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300631h.html,,,,
The Quack,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300621h.html,,,,
The Gifts of the Dead,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300611h.html,,,,
Cuckoo Pint,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300601h.html,,,,
Rose Lorraine and Other Poems,Henry Kendall,,,http://gutenberg.net.au/ebooks23/2300591h.html,,,,
The Bronze Trumpet,Henry Kendall,,,http://gutenberg.net.au/ebooks23/2300581h.html,,,,
The Glen of the White Man's Grave,Henry Kendall,,,http://gutenberg.net.au/ebooks23/2300571h.html,,,,
Songs from the Mountains,Henry Kendall,,,http://gutenberg.net.au/ebooks23/2300561h.html,,,,
Dark Ann and Other Stories,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300551h.html,,,,
The Stolen Bride,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300541h.html,,,,
Leaves from Australian Forests,Henry Kendall,,,http://gutenberg.net.au/ebooks23/2300531h.html,,,,
The Cheats,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300521h.html,,,,
The Golden Roof,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300511h.html,,,,
Anything But The Truth,Carolyn Wells,,,http://gutenberg.net.au/ebooks23/2300501h.html,,,,
Little Robin Redbreast,Carolyn Wells,,,http://gutenberg.net.au/ebooks23/2300491h.html,,,,
Little Polly Flinders,Carolyn Wells,,,http://gutenberg.net.au/ebooks23/2300481h.html,,,,
The Veil'd Delight,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300471h.html,,,,
The English Paragon,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300461h.html,,,,
Poems and Songs,Henry Kendall,,,http://gutenberg.net.au/ebooks23/2300451h.html,,,,
I Dwelt in High Places,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300441h.html,,,,
Love is a Fadeless Flower,Victor J Daley,,,http://gutenberg.net.au/ebooks23/2300431h.html,,,,
Wine and Roses,Victor J Daley,,,http://gutenberg.net.au/ebooks23/2300421h.html,,,,
God and the Wedding Dress,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300411h.html,,,,
Doris of Dobbs Ferry,Carolyn Wells,,,http://gutenberg.net.au/ebooks23/2300401h.html,,,,
The Circle in the Water,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300391h.html,,,,
Grace Latouche and the Warringtons,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300381h.html,,,,
In the Tiger's Cage,Carolyn Wells,,,http://gutenberg.net.au/ebooks23/2300371h.html,,,,
Crimes of Old London,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300361h.html,,,,
The Pink Shawl,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300351h.html,,,,
The Haunted Vintage,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300341h.html,,,,
Yorke the Adventurer and Other Stories,Louis Becke,,,http://gutenberg.net.au/ebooks23/2300331h.html,,,,
The Fourteenth Key,Carolyn Wells,,,http://gutenberg.net.au/ebooks23/2300321h.html,,,,
The Presence and the Power,Marjorie Bowen,,,http://gutenberg.net.au/ebooks23/2300311h.html,,,,
At Dawn and Dusk,Victor J Daley,,,http://gutenberg.net.au/ebooks23/2300301h.html,,,,
Leathermouth's Luck,Carlton Dawe,,,http://gutenberg.net.au/ebooks23/2300291h.html,,,,
The Silver Queen,William Sylvester Walke,,,http://gutenberg.net.au/ebooks23/2300281h.html,,,,
Memoirs of Joseph Holt Vol. 1,Joseph Holt,,,http://gutenberg.net.au/ebooks23/2300271h.html,,,,
The Missing Link,Carolyn Wells,,,http://gutenberg.net.au/ebooks23/2300261h.html,,,,
Marooned on Australia,Ernest Favenc,,,http://gutenberg.net.au/ebooks23/2300251h.html,,,,
The Lost Explorers,Alexander Macdonald,,,http://gutenberg.net.au/ebooks23/2300241h.html,,,,
Helen Adair,Louis Becke,,,http://gutenberg.net.au/ebooks23/2300231h.html,,,,
The Secret of the Australian Desert,Ernest Favenc,,,http://gutenberg.net.au/ebooks23/2300221h.html,,,,
The Stories of Ernest Favenc (Volume 7),E Favenc,,,http://gutenberg.net.au/ebooks23/2300211h.html,,,,
Voices of the Desert,Ernest Favenc,,,http://gutenberg.net.au/ebooks23/2300201h.html,,,,
The Escapades of Ann,Edward Dyson,,,http://gutenberg.net.au/ebooks23/2300191h.html,,,,
The Stories of Ernest Favenc (Volume 6),E Favenc,,,http://gutenberg.net.au/ebooks23/2300181h.html,,,,
The Red-Haired Girl,Carolyn Wells,,,http://gutenberg.net.au/ebooks23/2300171h.html,,,,
Wild Notes,Charles Tompson,,,http://gutenberg.net.au/ebooks23/2300161h.html,,,,
The Stories of Ernest Favenc (Volume 5),E Favenc,,,http://gutenberg.net.au/ebooks23/2300151h.html,,,,
The Stories of Ernest Favenc (Volume 4),E Favenc,,,http://gutenberg.net.au/ebooks23/2300141h.html,,,,
Rose and Chrysanthemum,Carlton Dawe,,,http://gutenberg.net.au/ebooks23/2300131h.html,,,,
The Golden Shanty (1963),Edward Dyson,,,http://gutenberg.net.au/ebooks23/2300121h.html,,,,
Australian Fairy Tales,Atha Westbury,,,http://gutenberg.net.au/ebooks23/2300111h.html,,,,
The Stories of Ernest Favenc (Volume 3),E Favenc,,,http://gutenberg.net.au/ebooks23/2300101h.html,,,,
The History of Botany Bay,Arthur Gayll,,,http://gutenberg.net.au/ebooks23/2300091h.html,,,,
Tales of Terror,Edward Page Mitchell,,,http://gutenberg.net.au/ebooks23/2300081h.html,,,,
Tales of Science,Edward Page Mitchell,,,http://gutenberg.net.au/ebooks23/2300071h.html,,,,
Tales of Fantasy,Edward Page Mitchell,,,http://gutenberg.net.au/ebooks23/2300061h.html,,,,
A Golden Shanty,Bulletin Writers,,,http://gutenberg.net.au/ebooks23/2300051h.html,,,,
The Stories of Ernest Favenc (Volume 2),E Favenc,,,http://gutenberg.net.au/ebooks22/2300041h.html,,,,
Melba's Gift Book of Australian Art,F Peterson,,,http://gutenberg.net.au/ebooks22/2300031h.html,,,,
The Stories of Ernest Favenc (Volume 1),E Favenc,,,http://gutenberg.net.au/ebooks22/2300021h.html,,,,
A/The Golden Shanty (1911 and 1929),Edward Dyson,,,http://gutenberg.net.au/ebooks22/2300011h.html,,,,
The Moss Mystery,Carolyn Wells,,,http://gutenberg.net.au/ebooks22/2200681h.html,,,,
The Goose Woman and Other Stories,Rex Beach,,,http://gutenberg.net.au/ebooks22/2200671h.html,,,,
The Unfolding Years,Arthur Gask,,,http://gutenberg.net.au/ebooks22/2200661h.html,,,,
The Summer Tourist,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200651h.html,,,,
A Few Hours in a Far-Off Age,Henrietta Dugdale,,,http://gutenberg.net.au/ebooks22/2200641h.html,,,,
Gerard,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200631h.html,,,,
Memoirs of Joseph Holt Vol. 2,Joseph Holt,,,http://gutenberg.net.au/ebooks22/2200621h.html,,,,
Before The Knowledge Of Evil,Mary E Braddon,,,http://gutenberg.net.au/ebooks22/2200611h.html,,,,
The Dictionary of Australasian Biography,P Mennell,,,http://gutenberg.net.au/ebooks22/2200601h.html,,,,
Collected Poems of Henry Lawson,Henry Lawson,,,http://gutenberg.net.au/ebooks22/2200591h.html,,,,
Collected Prose,C J Dennis,,,http://gutenberg.net.au/ebooks22/2200581h.html,,,,
The Cloven Foot,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200571h.html,,,,
Memoirs of Arsene Lupin,Maurice Leblanc,,,http://gutenberg.net.au/ebooks22/2200561h.html,,,,
Arsene Lupin Versus Herlock Sholmes,M Leblanc,,,http://gutenberg.net.au/ebooks22/2200551h.html,,,,
The Keeper of the Bees,Gene Stratton Porter,,,http://gutenberg.net.au/ebooks22/2200541h.html,,,,
Zantha,Carlton Dawe,,,http://gutenberg.net.au/ebooks22/2200531h.html,,,,
Glorious Apollo,Lily Adams Beck,,,http://gutenberg.net.au/ebooks22/2200521h.html,,,,
His Children's Children,Arthur C Train,,,http://gutenberg.net.au/ebooks22/2200511h.html,,,,
Dead Love Has Chains,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200501h.html,,,,
The Doctor's Wife,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200491h.html,,,,
The Octoroon,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200481h.html,,,,
Only a Girl,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200471h.html,,,,
A Fragment of Autobiography,Henry Lawson,,,http://gutenberg.net.au/ebooks22/2200461h.html,,,,
Grandfather's Courtship,Henry Lawson,,,http://gutenberg.net.au/ebooks22/2200451h.html,,,,
Elder Man's Lane,Henry Lawson,,,http://gutenberg.net.au/ebooks22/2200441h.html,,,,
Previous Convictions,Henry Lawson,,,http://gutenberg.net.au/ebooks22/2200431h.html,,,,
Good Lady Ducayne,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200421h.html,,,,
All Along the River,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200411h.html,,,,
Charlotte's Inheritance,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200401h.html,,,,
Birds of Prey,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200391h.html,,,,
Essays of To-day and Yesterday,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200381h.html,,,,
One After Another,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200371h.html,,,,
The Days of My Life,H Rider Haggard,,,http://gutenberg.net.au/ebooks22/2200361h.html,,,,
Wyllard's Weird,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200351h.html,,,,
Eleanor's Victory,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200341h.html,,,,
Odd Fish,Stacy Aumonier,,,,,,http://gutenberg.net.au/ebooks22/2200331p.pdf,
The Querrils,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200321h.html,,,,
His Darling Sin,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200311h.html,,,,
The Academic Atlas,Anonymous,,,http://gutenberg.net.au/ebooks22/2200301h.html,,,,
Flower and Weed and Other Tales,Mary E Braddon,,,http://gutenberg.net.au/ebooks22/2200291h.html,,,,
Heartbeat,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200281h.html,,,,
Just Outside,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200271h.html,,,,
Breath of the Jungle,James Francis Dwyer,,,http://gutenberg.net.au/ebooks22/2200261h.html,,,,
Olga Bardel,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200251h.html,,,,
Uncollected Stories and Articles,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200241h.html,,,,
The Chinese Philosopher and the Euro. War,Aumonier,,,http://gutenberg.net.au/ebooks22/2200231h.html,,,,
Little Windows: A Collection of Stories,S Aumonier,,,http://gutenberg.net.au/ebooks22/2200221h.html,,,,
The Baby Grand and Other Stories,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200211h.html,,,,
The Preposterous Princess,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200201h.html,,,,
The Golden Windmill and Other,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200191h.html,,,,
The Love-a-Duck and Other Stories,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200181h.html,,,,
Ralph Bailiff and Other Tales,Mary E Braddon,,,http://gutenberg.net.au/ebooks22/2200171h.html,,,,
Cricket,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200161h.html,,,,
The Friends and Other Stories,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200151h.html,,,,
Overheard,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200141h.html,,,,
My First Novel,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200131h.html,,,,
The Christmas Hirelings,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200121h.html,,,,
A Bibliography of Stacy Aumonier's Work,C Choat,,,http://gutenberg.net.au/ebooks22/2200111h.html,,,,
Captain of the Vulture,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200101h.html,,,,
Mary,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200091h.html,,,,
Miss Bracegirdle and Others,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200081h.html,,,,
An Interview and an Obituary,John Arthur Barry,,,http://gutenberg.net.au/ebooks22/2200071h.html,,,,
Ups and Downs,Stacy Aumonier,,,http://gutenberg.net.au/ebooks22/2200061h.html,,,,
In the Great Deep,John Arthur Barry,,,http://gutenberg.net.au/ebooks22/2200051h.html,,,,
Bibliography of Edward Sorenson,Colin Choat,,,http://gutenberg.net.au/ebooks22/2200041h.html,,,,
The Trail of the Serpent,Mary Elizabeth Braddon,,,http://gutenberg.net.au/ebooks22/2200031h.html,,,,
Memoirs of James Hardy Vaux,James Hardy Vaux,,,http://gutenberg.net.au/ebooks22/2200021h.html,,,,
The Spotted Panther,James Francis Dwyer,,,http://gutenberg.net.au/ebooks22/2200011h.html,,,,
Collected Stories,H P Lovecraft,,,http://gutenberg.net.au/ebooks21/2100541h.html,,,,
The Bust of Lincoln,James Francis Dwyer,,,http://gutenberg.net.au/ebooks21/2100531h.html,,,,
The White Waterfall,James Francis Dwyer,,,http://gutenberg.net.au/ebooks21/2100521h.html,,,,
We're All Australians Now,Andrew Barton Paterson,,,http://gutenberg.net.au/ebooks21/2100511h.html,,,,
Backblock Ballads and Other Verses,C J Dennis,,,http://gutenberg.net.au/ebooks21/2100501h.html,,,,
The Will-o'-the-Wisp,Emmuska Orczy,,,http://gutenberg.net.au/ebooks21/2100491h.html,,,,
Tales of The Dandenongs--Third Series,Hume Cook,,,http://gutenberg.net.au/ebooks21/2100481h.html,,,,
The Singing Garden,C J Dennis,,,http://gutenberg.net.au/ebooks21/2100471h.html,,,,
The Tower of the Dream,Charles Harpur,,,http://gutenberg.net.au/ebooks21/2100461h.html,,,,
Thoughts,Charles Harpur,,,http://gutenberg.net.au/ebooks21/2100451h.html,,,,
A Poet's Home,Charles Harpur,,,http://gutenberg.net.au/ebooks21/2100441h.html,,,,
Sea Spray and Smoke Drift,Adam Lindsay Gordon,,,http://gutenberg.net.au/ebooks21/2100431h.html,,,,
Marsupial Bill,James Brunton Stephens,,,http://gutenberg.net.au/ebooks21/2100421h.html,,,,
Australia for the Australians,A B Paterson,,,http://gutenberg.net.au/ebooks21/2100411h.html,,,,
Banjo Paterson Tells His Own Story,A B Paterson,,,http://gutenberg.net.au/ebooks21/2100401h.html,,,,
Waltzing Matilda,Andrew Barton Paterson,,,http://gutenberg.net.au/ebooks21/2100391h.html,,,,
Tales of The Dandenongs--Fourth Series,Hume Cook,,,http://gutenberg.net.au/ebooks21/2100381h.html,,,,
Tales of The Dandenongs--First Series,Hume Cook,,,http://gutenberg.net.au/ebooks21/2100371h.html,,,,
I Dips Me Lid to the Syd. Harbor Bridge,C J Dennis,,,http://gutenberg.net.au/ebooks21/2100361h.html,,,,
The Sandhills: An Historic Cemetery,A G Foster,,,http://gutenberg.net.au/ebooks21/2100351h.html,,,,
Tales of The Dandenongs - Second Series,Hume Cook,,,http://gutenberg.net.au/ebooks21/2100341h.html,,,,
Australian Fairy Tales,Hume Cook,,,http://gutenberg.net.au/ebooks21/2100331h.html,,,,
Tessa--The Trader's Wife,Louis Becke,,,http://gutenberg.net.au/ebooks21/2100321h.html,,,,
Catharine Susan Coming Out,Kathleen Ainslie,,Catharine Susan and Me's Coming Out,http://gutenberg.net.au/ebooks21/2100311h.html,,,http://gutenberg.net.au/ebooks21/2100311p.pdf,
Dear Dirty Dolly,Kathleen Ainslie,,,http://gutenberg.net.au/ebooks21/2100301h.html,,,http://gutenberg.net.au/ebooks21/2100301p.pdf,
Why Was He Late?,Kathleen Ainslie,,Me and Catharine Susan Earns an Honest Penny,http://gutenberg.net.au/ebooks21/2100291h.html | http://gutenberg.net.au/ebooks21/2100281h.html,,,http://gutenberg.net.au/ebooks21/2100291p.pdf | http://gutenberg.net.au/ebooks21/2100281p.pdf,
Sammy Goes a'  Hunting,Kathleen Ainslie,,,http://gutenberg.net.au/ebooks21/2100271h.html,,,http://gutenberg.net.au/ebooks21/2100271p.pdf,
What I Did,Kathleen Ainslie,,,http://gutenberg.net.au/ebooks21/2100261h.html,,,http://gutenberg.net.au/ebooks21/2100261p.pdf,
Tut tut - Richard II,Kathleen Ainslie,,,http://gutenberg.net.au/ebooks21/2100251h.html,,,,
Oh! Poor Amelia Jane!,Kathleen Ainslie,,,http://gutenberg.net.au/ebooks21/2100241h.html,,,,
Catharine Susan's Little Holiday,Kathleen Ainslie,,,http://gutenberg.net.au/ebooks21/2100231h.html,,,http://gutenberg.net.au/ebooks21/2100231p.pdf,
Mother's Cherub,Kathleen Ainslie,,,http://gutenberg.net.au/ebooks21/2100221h.html,,,http://gutenberg.net.au/ebooks21/2100221p.pdf,
The Antics of Algy,Musette Morell,,,http://gutenberg.net.au/ebooks21/2100211h.html,,,,
Me and Catharine Susan,Kathleen Ainslie,,,http://gutenberg.net.au/ebooks21/2100201h.html,,,http://gutenberg.net.au/ebooks21/2100201p.pdf,
Catharine Susan in Hot Water,Kathleen Ainslie,,,http://gutenberg.net.au/ebooks21/2100191h.html,,,http://gutenberg.net.au/ebooks21/2100191p.pdf,
Catharine Susan and Me go Abroad,Kathleen Ainslie,,,http://gutenberg.net.au/ebooks21/2100181h.html,,,http://gutenberg.net.au/ebooks21/2100181p.pdf,
At Great Aunt Martha's,Kathleen Ainslie,,,http://gutenberg.net.au/ebooks21/2100171h.html,,,http://gutenberg.net.au/ebooks21/2100171p.pdf,
Thirty Years Among The Blacks,William T Pyke,,Thirty Years Among The Blacks of Australia,http://gutenberg.net.au/ebooks21/2100161h.html,,,,
Votes for Catharine Susan and Me,Kathleen Ainslie,,,http://gutenberg.net.au/ebooks21/2100151h.html,,,http://gutenberg.net.au/ebooks21/2100151p.pdf,
Sundown Stories,Dorothy Drewett,,,http://gutenberg.net.au/ebooks21/2100141h.html,,,,
Story of Tommy Bear and the Zookies,Dorothy Wall,,,http://gutenberg.net.au/ebooks21/2100131h.html,,,,
The Adventurous Elves,May Lillian Paten Paten,,,http://gutenberg.net.au/ebooks21/2100121h.html,,,,
Fairy Tales,"Fables, And Legends, Beatrice Wilcken",,,http://gutenberg.net.au/ebooks21/2100111h.html,,,,
Wild Life in Southern Seas,Louis Becke,,,http://gutenberg.net.au/ebooks21/2100101h.html,,,,
Collected Stories and Articles,Arthur Gask,,,http://gutenberg.net.au/ebooks21/2100091h.html,,,,
All Among the Fairies,Ethel Jackson Morris,,,http://gutenberg.net.au/ebooks21/2100081h.html,,,,
Fairy Tales from Australia,Ethel Buckland,,,http://gutenberg.net.au/ebooks21/2100071h.html,,,,
