title,author,full_author,full_title,url_html,url_text,url_zip,url_pdf,url_other
The Tower of the Elephant,Robert E Howard,,,http://gutenberg.net.au/ebooks06/0600831h.html,,,,
The Scarlet Citadel,Robert E Howard,,,http://gutenberg.net.au/ebooks06/0600821h.html,,,,
The Phoenix on the Sword,Robert E Howard,,,http://gutenberg.net.au/ebooks06/0600811h.html,,,,
The Devil in Iron,Robert E Howard,,,http://gutenberg.net.au/ebooks06/0600801h.html,,,,
Shadows in Zamboula,Robert E Howard,,,http://gutenberg.net.au/ebooks06/0600791h.html,,,,
Rogues in the House,Robert E Howard,,,http://gutenberg.net.au/ebooks06/0600781h.html,,,,
Red Nails,Robert E Howard,,,http://gutenberg.net.au/ebooks06/0600771h.html,,,,
Jewels of Gwahlur,Robert E Howard,,,http://gutenberg.net.au/ebooks06/0600761h.html,,,,
Gods of the North,Robert E Howard,,,http://gutenberg.net.au/ebooks06/0600751h.html,,,,
Beyond the Black River,Robert E Howard,,,http://gutenberg.net.au/ebooks06/0600741h.html,,,,
The Valley of the Worm,Robert E Howard,,,http://gutenberg.net.au/ebooks06/0600731h.html,http://gutenberg.net.au/ebooks06/0600731.txt,,,
Pigeons from Hell,Robert E Howard,,,http://gutenberg.net.au/ebooks06/0600721h.html,,,,
Tarzan and the Lion-Man,Edgar Rice Burroughs,,,http://gutenberg.net.au/ebooks06/0600711h.html,,,,
"Tarzan and ""The Foreign Legion",E R  Burroughs,,,http://gutenberg.net.au/ebooks06/0600701h.html,,,,
Tales of the Austral Tropics,Ernest Favenc,,,http://gutenberg.net.au/ebooks06/0600691h.html,http://gutenberg.net.au/ebooks06/0600691.txt,,,
Tarzan Lord of the Jungle,Edgar Rice Burroughs,,,http://gutenberg.net.au/ebooks06/0600681h.html,,,,
Tarzan and the Forbidden City,Edgar R Burroughs,,,http://gutenberg.net.au/ebooks06/0600671h.html,,,,
Tarzan and the Castaways,Edgar Rice Burroughs,,,http://gutenberg.net.au/ebooks06/0600661h.html,,,,
Tarzan and the Ant-men,Edgar Rice Burroughs,,,http://gutenberg.net.au/ebooks06/0600651h.html,,,,
Discovery of Australia by de Quiros,P Moran,Patrick F. Moran,Discovery of Australia by de Quiros in the Year 1606,http://gutenberg.net.au/ebooks06/0600641h.html,http://gutenberg.net.au/ebooks06/0600641.txt,,,
The First Discovery of Australia,T D Mutch,,,http://gutenberg.net.au/ebooks06/0600631h.html,,,,
An Historical Collection,Alexander Dalrymple,,,http://gutenberg.net.au/ebooks06/0600621h.html,,,,
A Chronological History of Voyages,James Burney,,,http://gutenberg.net.au/ebooks06/0600611h.html,http://gutenberg.net.au/ebooks06/0600611.txt,,,
Doomsday,Warwick Deeping,,,http://gutenberg.net.au/ebooks06/0600601h.html,http://gutenberg.net.au/ebooks06/0600601.txt,,,
Skeleton Men of Jupiter,Edgar Rice Burroughs,,,http://gutenberg.net.au/ebooks06/0600591h.html,,,,
John Carter and the Giant of Mars,E R Burroughs,Edgar Rice Burroughs,,http://gutenberg.net.au/ebooks06/0600581h.html,,,,
Abel Janszoon Tasman's Journal,J E Heeres(Ed.),,,http://gutenberg.net.au/ebooks06/0600571h.html,,,,
The Secret Sanctuary,Warwick Deeping,,,http://gutenberg.net.au/ebooks06/0600561h.html,http://gutenberg.net.au/ebooks06/0600561.txt,,,
The Discovery of Van Diemen's Land in 1642,Walker,James Backhouse walker,,http://gutenberg.net.au/ebooks06/0600551h.html,http://gutenberg.net.au/ebooks06/0600551.txt,,,
The Discovery of Tasmania,C T Burfitt,,,http://gutenberg.net.au/ebooks06/0600541h.html,http://gutenberg.net.au/ebooks06/0600541.txt,,,
Abel Janszoon Tasman: His Life and Voyages,Walker,James Backhouse walker,,http://gutenberg.net.au/ebooks06/0600531h.html,,,,
A Warning in Red,Victor L. Whitechurch,,,,http://gutenberg.net.au/ebooks06/0600521.txt,,,
The Secret of Emu Plain,Meade and Eustace,L T Meade and Robert Eustace,,,http://gutenberg.net.au/ebooks06/0600511.txt,,,
Followed,L T Meade and Robert Eustace,,,,http://gutenberg.net.au/ebooks06/0600501.txt,,,
The Tragedy of a Third Smoker,Cutcliffe Hyne,,,,http://gutenberg.net.au/ebooks06/0600491.txt,,,
The Mazaroff Rifle,Fred M White,,,http://gutenberg.net.au/ebooks06/0600481h.html,http://gutenberg.net.au/ebooks06/0600481.txt,,,
The Silkworms of Florence,Clifford Ashdown,,,,http://gutenberg.net.au/ebooks06/0600471.txt,,,
The Love Affair of George Vincent Parker,A C Doyle,,,http://gutenberg.net.au/ebooks06/0600461h.html,http://gutenberg.net.au/ebooks06/0600461.txt,,,
The Holocaust of Manor Place,A C Doyle,Arthur Conan Doyle,,http://gutenberg.net.au/ebooks06/0600451h.html,http://gutenberg.net.au/ebooks06/0600451.txt,,,
The Debatable Case of Mrs. Emsley,A C Doyle,Arthur Conan Doyle,,http://gutenberg.net.au/ebooks06/0600441h.html,http://gutenberg.net.au/ebooks06/0600441.txt,,,
Seven Seven Seven--City,Julius Chambers,,Seven Seven Seven--City: A Tale of the Telephone,,http://gutenberg.net.au/ebooks06/0600421.txt,,,
The Dutchess of Wiltshire's Diamonds,G Boothby,Guy Boothby,,http://gutenberg.net.au/ebooks06/0600411h.html,,,,
Round the Fire Stories,Arthur Conan Doyle,,,,http://gutenberg.net.au/ebooks06/0600401.txt,,,
The Bachelors' Guide,L W Lower,,The Bachelors' Guide to the Care of the Young and Other Stories,,http://gutenberg.net.au/ebooks06/0600391.txt,,,
The Private Life of Helen of Troy,John Erskine,,,http://gutenberg.net.au/ebooks06/0600381h.html,http://gutenberg.net.au/ebooks06/0600381.txt,,,
So Well Remembered,James Hilton,,,http://gutenberg.net.au/ebooks06/0600371h.html,http://gutenberg.net.au/ebooks06/0600371.txt,,,
Early Voyages to Terra Australis,R H Major,,,http://gutenberg.net.au/ebooks06/0600361h.html,http://gutenberg.net.au/ebooks06/0600361.txt,,,
On the Spot,Edgar Wallace,,,http://gutenberg.net.au/ebooks06/0600351h.html,http://gutenberg.net.au/ebooks06/0600351.txt,,,
The Joyful Delaneys,Hugh Walpole,,,http://gutenberg.net.au/ebooks06/0600341h.html,http://gutenberg.net.au/ebooks06/0600341.txt,,,
John Cornelius,Hugh Walpole,,,http://gutenberg.net.au/ebooks06/0600331h.html,http://gutenberg.net.au/ebooks06/0600331.txt,,,
Rain in the Doorway,Thorne Smith,,,http://gutenberg.net.au/ebooks06/0600321h.html,http://gutenberg.net.au/ebooks06/0600321.txt,,,
Skin and Bones,Thorne Smith,,,http://gutenberg.net.au/ebooks06/0600311h.html,http://gutenberg.net.au/ebooks06/0600311.txt,,,
The Glorious Pool,Thorne Smith,,,http://gutenberg.net.au/ebooks06/0600301h.html,http://gutenberg.net.au/ebooks06/0600301.txt,,,
Turnabout,Thorne Smith,,,http://gutenberg.net.au/ebooks06/0600291h.html,http://gutenberg.net.au/ebooks06/0600291.txt,,,
Topper Takes a Trip,Thorne Smith,,,http://gutenberg.net.au/ebooks06/0600281h.html,http://gutenberg.net.au/ebooks06/0600281.txt,,,
The Night Life of the Gods,Thorne Smith,,,http://gutenberg.net.au/ebooks06/0600271h.html,http://gutenberg.net.au/ebooks06/0600271.txt,,,
The Bishop's Jaegers,Thorne Smith,,,http://gutenberg.net.au/ebooks06/0600261h.html,http://gutenberg.net.au/ebooks06/0600261.txt,,,
The Stray Lamb,Thorne Smith,,,http://gutenberg.net.au/ebooks06/0600251h.html,http://gutenberg.net.au/ebooks06/0600251.txt,,,
Topper,Thorne Smith,,The Jovial Ghosts: The Misadventures of Topper,http://gutenberg.net.au/ebooks06/0600241h.html,http://gutenberg.net.au/ebooks06/0600241.txt,,,
Beau Geste,Percival Christopher Wren,,,http://gutenberg.net.au/ebooks06/0600231h.html,,,,
Since Yesterday,Frederick Lewis Allen,,,http://gutenberg.net.au/ebooks06/0600221h.html,http://gutenberg.net.au/ebooks06/0600221.txt,,,
Tragedy at Beechcroft,A Fielding,,,http://gutenberg.net.au/ebooks06/0600211h.html,http://gutenberg.net.au/ebooks06/0600211.txt,,,
The House in Lordship Lane,A E W Mason,,,http://gutenberg.net.au/ebooks06/0600201h.html,http://gutenberg.net.au/ebooks06/0600201.txt,,,
Expedition in search of Burke and Wills,Walker,Frederick Walker,,http://gutenberg.net.au/ebooks06/0600191h.html,http://gutenberg.net.au/ebooks06/0600191.txt,,,
The Blind Man's House,Hugh Walpole,,,http://gutenberg.net.au/ebooks06/0600181h.html,http://gutenberg.net.au/ebooks06/0600181.txt,,,
L'Obscure Souffrance,Laure Conan,,,,http://gutenberg.net.au/ebooks06/0600171.txt,,,
The Lone House Mystery and Other Stories,Wallace,Edgar Wallace,,http://gutenberg.net.au/ebooks06/0600161h.html,http://gutenberg.net.au/ebooks06/0600161.txt,,,
Sydney in 1848,Joseph Fowles,,,http://gutenberg.net.au/ebooks06/0600151h.html,http://gutenberg.net.au/ebooks06/0600151.txt,,,
Mrs Miniver,Jan Struther,,,http://gutenberg.net.au/ebooks06/0600141h.html,http://gutenberg.net.au/ebooks06/0600141.txt,,,
The Green Rust,Edgar Wallace,,,,http://gutenberg.net.au/ebooks06/0600131.txt,,,
A Winter Pilgrimage,H Rider Haggard,,,,http://gutenberg.net.au/ebooks06/0600121.txt,,,
Vocabulary of the Flash Language,Vaux,James Hardy Vaux,A New and Comprehensive Vocabulary of the Flash Language,http://gutenberg.net.au/ebooks06/0600111h.html,,,,
A Dictionary of Australian Words And Terms,Lawson,Gilbert H Lawson,,,http://gutenberg.net.au/ebooks06/0600101.txt,,,
The Killer and the Slain,Hugh Walpole,,,http://gutenberg.net.au/ebooks06/0600091h.html,http://gutenberg.net.au/ebooks06/0600091.txt,,,
Shorter Poems,W J Alexander (Editor),,,,,,http://gutenberg.net.au/ebooks06/0600081p.pdf,
The Square Emerald,Edgar Wallace,,,http://gutenberg.net.au/ebooks06/0600071h.html,http://gutenberg.net.au/ebooks06/0600071.txt,,,
The Keepers of the King's Peace,Edgar Wallace,,,http://gutenberg.net.au/ebooks06/0600061h.html,,,,
The Duke in the Suburbs,Edgar Wallace,,,http://gutenberg.net.au/ebooks06/0600051h.html,http://gutenberg.net.au/ebooks06/0600051.txt,,,
A Prayer for my Son,Hugh Walpole,,,http://gutenberg.net.au/ebooks06/0600041h.html,http://gutenberg.net.au/ebooks06/0600041.txt,,,
At the Mountains of Madness,H P Lovecraft,,,http://gutenberg.net.au/ebooks06/0600031h.html,,,,
The Thundering Herd,Zane Grey,,,http://gutenberg.net.au/ebooks06/0600021h.html,http://gutenberg.net.au/ebooks06/0600021.txt,,,
Miss Mapp,E F Benson,,,http://gutenberg.net.au/ebooks06/0600011h.html,http://gutenberg.net.au/ebooks06/0600011.txt,,,
The Part Borne by the Dutch,J E Heeres,,The Part Borne by the Dutch in the Discovery of Australia 1606-1765,http://gutenberg.net.au/ebooks05/0501231h.html | http://gutenberg.net.au/ebooks05/0501231d/0501231d.html,http://gutenberg.net.au/ebooks05/0501231.txt,,,
Paying Guests,E F Benson,,,http://gutenberg.net.au/ebooks05/0501221h.html,http://gutenberg.net.au/ebooks05/0501221.txt,,,
Terror Keep,Edgar Wallace,,,http://gutenberg.net.au/ebooks05/0501211h.html,http://gutenberg.net.au/ebooks05/0501211.txt,,,
Room 13,Edgar Wallace,,,http://gutenberg.net.au/ebooks05/0501201h.html,http://gutenberg.net.au/ebooks05/0501201.txt,,,
Mary of Marion Isle,H Rider Haggard,,,,http://gutenberg.net.au/ebooks05/0501191.txt,,,
The Last Enemy,Richard Hillary,,,,http://gutenberg.net.au/ebooks05/0501181.txt,,,
Mrs Ames,E F Benson,,,http://gutenberg.net.au/ebooks05/0501171h.html,http://gutenberg.net.au/ebooks05/0501171.txt,,,
The Shortstop,Zane Grey,,,,http://gutenberg.net.au/ebooks05/0501161.txt,,,
Trouble for Lucia,E F Benson,,,http://gutenberg.net.au/ebooks05/0501151h.html,http://gutenberg.net.au/ebooks05/0501151.txt,,,
The Endeavour Journal of Sir Joseph Banks,Banks,Sir Joseph Bamks,,,http://gutenberg.net.au/ebooks05/0501141.txt,,,
Mapp and Lucia,E F Benson,,,http://gutenberg.net.au/ebooks05/0501131h.html,http://gutenberg.net.au/ebooks05/0501131.txt,,,
The Sinister Man,Edgar Wallace,,,http://gutenberg.net.au/ebooks05/0501121h.html,http://gutenberg.net.au/ebooks05/0501121.txt,,,
The People of the River,Edgar Wallace,,,http://gutenberg.net.au/ebooks05/0501111h.html,http://gutenberg.net.au/ebooks05/0501111.txt,,,
The Man who Bought London,Edgar Wallace,,,http://gutenberg.net.au/ebooks05/0501101h.html,http://gutenberg.net.au/ebooks05/0501101.txt,,,
The Face in the Night,Edgar Wallace,,,http://gutenberg.net.au/ebooks05/0501091h.html,http://gutenberg.net.au/ebooks05/0501091.txt,,,
The Avenger,Edgar Wallace,,,http://gutenberg.net.au/ebooks05/0501081h.html,http://gutenberg.net.au/ebooks05/0501081.txt,,,
The Survivor,E. Phillips Oppenheim,,,http://gutenberg.net.au/ebooks05/0501071h.html,http://gutenberg.net.au/ebooks05/0501071.txt,,,
The Way of the Spirit,H Rider Haggard,,,http://gutenberg.net.au/ebooks05/0501061h.html,http://gutenberg.net.au/ebooks05/0501061.txt,,,
The First Discovery of Australia,Collingridge,George Collingridge,The First Discovery of Australia and New Guinea,http://gutenberg.net.au/ebooks05/0501051h.html,http://gutenberg.net.au/ebooks05/0501051.txt,,,
Creative English,H W Brown,,,,,,http://gutenberg.net.au/ebooks05/0501041p.pdf,
Fact'ry 'Ands,Edward Dyson,,,,http://gutenberg.net.au/ebooks05/0501031.txt,,,
Benno and Some of the Push,Edward Dyson,,,,http://gutenberg.net.au/ebooks05/0501021.txt,,,
Below and on Top and Other Stories,Edward Dyson,,,http://gutenberg.net.au/ebooks05/0501011h.html,http://gutenberg.net.au/ebooks05/0501011.txt,,,
The Ontario Public School Composition,Anonymous,,,,,,http://gutenberg.net.au/ebooks05/0501001p.pdf,
Composition and Grammar for Public Schools,Anon.,,,,,,http://gutenberg.net.au/ebooks05/0500991p.pdf,
Rhymes from the Mines,Edward Dyson,,,http://gutenberg.net.au/ebooks05/0500971h.html,http://gutenberg.net.au/ebooks05/0500971.txt,,,
Lucia's Progress,E F Benson,,,http://gutenberg.net.au/ebooks05/0500961h.html,http://gutenberg.net.au/ebooks05/0500961.txt,,,
The Story of my Life,Clarence Darrow,,,http://gutenberg.net.au/ebooks05/0500951h.html,http://gutenberg.net.au/ebooks05/0500951.txt,,,
Rose of Spadgers,C J Dennis,,,http://gutenberg.net.au/ebooks05/0500941h.html,http://gutenberg.net.au/ebooks05/0500941.txt,,,
Jim of The Hills,C J Dennis,,,http://gutenberg.net.au/ebooks05/0500931h.html,http://gutenberg.net.au/ebooks05/0500931.txt,,,
The Moods of Ginger Mick,C J Dennis,,,http://gutenberg.net.au/ebooks05/0500921h.html,http://gutenberg.net.au/ebooks05/0500921.txt,,,
Backblock Ballads and Later Verses,C J Dennis,,,http://gutenberg.net.au/ebooks05/0500911h.html,http://gutenberg.net.au/ebooks05/0500911.txt,,,
Tros of Samothrace,Talbot Mundy,,,http://gutenberg.net.au/ebooks05/0500901h.html,http://gutenberg.net.au/ebooks05/0500901.txt,,,
Lucia in London,E. F. Benson,,,http://gutenberg.net.au/ebooks05/0500891h.html,http://gutenberg.net.au/ebooks05/0500891.txt,,,
The Big Change,Frederick Lewis Allen,,,http://gutenberg.net.au/ebooks05/0500881h.html,http://gutenberg.net.au/ebooks05/0500881.txt,,,
The  Courtship of Morrice Buckler,A E W Mason,,,http://gutenberg.net.au/ebooks05/0500871h.html,http://gutenberg.net.au/ebooks05/0500871.txt,,,
A White Bird Flying,Bess Streeter Aldrich,,,http://gutenberg.net.au/ebooks05/0500861h.html,http://gutenberg.net.au/ebooks05/0500861.txt,,,
Mr J. G. Reeder Returns,Edgar Wallace,,,,http://gutenberg.net.au/ebooks05/0500851.txt,,,
Collected Stories,F Scott Fitzgerald,,,http://gutenberg.net.au/ebooks05/0500841h.html,,,,
Only Yesterday,Frederick Lewis Allen,,Only Yesterday: An Informal History of the 1920's,http://gutenberg.net.au/ebooks05/0500831h.html,http://gutenberg.net.au/ebooks05/0500831.txt,,,
The Letters of Evelyn Underhill,E Underhill,Evelyn Underhill,,,http://gutenberg.net.au/ebooks05/0500821.txt,,,
What Would You Have Done?,Louis Tracy,,,,http://gutenberg.net.au/ebooks05/0500811.txt,,,
An Oath in Heaven,John Ryce,,,,http://gutenberg.net.au/ebooks05/0500801.txt,,,
The Witch's Head,H Rider Haggard,,,http://gutenberg.net.au/ebooks05/0500791h.html,http://gutenberg.net.au/ebooks05/0500791.txt,,,
The Judas Kiss,Herbert Adams,,,,http://gutenberg.net.au/ebooks05/0500781.txt,,,
The Chief Witness,Herbert Adams,,,,http://gutenberg.net.au/ebooks05/0500771.txt,,,
The Body in the Bunker,Herbert Adams,,,,http://gutenberg.net.au/ebooks05/0500761.txt,,,
Exit the Skeleton,Herbert Adams,,,,http://gutenberg.net.au/ebooks05/0500751.txt,,,
Death of a Viewer,Herbert Adams,,,,http://gutenberg.net.au/ebooks05/0500741.txt,,,
C,Maurice Baring,,,http://gutenberg.net.au/ebooks05/0500731h.html,http://gutenberg.net.au/ebooks05/0500731.txt,,,
Rockbound,Frank Parker Day,,,http://gutenberg.net.au/ebooks05/0500721h.html,http://gutenberg.net.au/ebooks05/0500721.txt,,,
Giants in the Earth,O E Rolvaag,,,http://gutenberg.net.au/ebooks05/0500711h.html,http://gutenberg.net.au/ebooks05/0500711.txt,,,
Basic French for Canadian Schools,Anonymous,,,http://gutenberg.net.au/ebooks05/0500701h.html,,,http://gutenberg.net.au/ebooks05/0500701p.pdf,
Doreen,C J Dennis,,,http://gutenberg.net.au/ebooks05/0500691h.html,,,,
An Australian in China,G E Morrison,,,http://gutenberg.net.au/ebooks05/0500681h.html,http://gutenberg.net.au/ebooks05/0500681.txt,,,
Pacific Tales,Louis Becke,,,http://gutenberg.net.au/ebooks05/0500671h.html,http://gutenberg.net.au/ebooks05/0500671.txt,,,
The Irish in Australia,James Francis Hogan,,,,http://gutenberg.net.au/ebooks05/0500661.txt,,,
Spring Came on Forever,Bess Streeter Aldrich,,,http://gutenberg.net.au/ebooks05/0500651h.html,http://gutenberg.net.au/ebooks05/0500651.txt,,,
Idle Days in Patagonia,W H Hudson,,,,http://gutenberg.net.au/ebooks05/0500641.txt,,,
The Wanderer,Kahlil Gibran,,,http://gutenberg.net.au/ebooks05/0500631h.html,http://gutenberg.net.au/ebooks05/0500631.txt,,,
Spirits Rebellious,Kahlil Gibran,,,http://gutenberg.net.au/ebooks05/0500621h.html,http://gutenberg.net.au/ebooks05/0500621.txt,,,
Sand and Foam,Kahlil Gibran,,,http://gutenberg.net.au/ebooks05/0500611h.html,http://gutenberg.net.au/ebooks05/0500611.txt,,,
The Madman,Kahlil Gibran,,,http://gutenberg.net.au/ebooks05/0500601h.html,http://gutenberg.net.au/ebooks05/0500601.txt,,,
Lazarus and his Beloved,Kahlil Gibran,,,http://gutenberg.net.au/ebooks05/0500591h.html,http://gutenberg.net.au/ebooks05/0500591.txt,,,
The Garden Of The Prophet,Kahlil Gibran,,,http://gutenberg.net.au/ebooks05/0500581h.html,http://gutenberg.net.au/ebooks05/0500581.txt,,,
The Forerunner,Kahlil Gibran,,,http://gutenberg.net.au/ebooks05/0500571h.html,http://gutenberg.net.au/ebooks05/0500571.txt,,,
The Earth Gods,Kahlil Gibran,,,http://gutenberg.net.au/ebooks05/0500561h.html,http://gutenberg.net.au/ebooks05/0500561.txt,,,
The Broken Wings,Kahlil Gibran,,,http://gutenberg.net.au/ebooks05/0500551h.html,http://gutenberg.net.au/ebooks05/0500551.txt,,,
A Tear and a Smile,Kahlil Gibran,,,http://gutenberg.net.au/ebooks05/0500541h.html,http://gutenberg.net.au/ebooks05/0500541.txt,,,
Mother Mason,Bess Streeter Aldrich,,,http://gutenberg.net.au/ebooks05/0500531h.html,http://gutenberg.net.au/ebooks05/0500531.txt,,,
A Lantern in her Hand,Bess Streeter Aldrich,,,http://gutenberg.net.au/ebooks05/0500521h.html,http://gutenberg.net.au/ebooks05/0500521.txt,,,
Helen Vardon's Confession,R Austin Freeman,,,http://gutenberg.net.au/ebooks05/0500511h.html,http://gutenberg.net.au/ebooks05/0500511.txt,,,
When Rogues Fall Out,R Austin Freeman,,,http://gutenberg.net.au/ebooks05/0500501h.html,http://gutenberg.net.au/ebooks05/0500501.txt,,,
The Shadow of the Wolf,R Austin Freeman,,,http://gutenberg.net.au/ebooks05/0500491h.html,http://gutenberg.net.au/ebooks05/0500491.txt,,,
The Jacob Street Mystery,R Austin Freeman,,,http://gutenberg.net.au/ebooks05/0500481h.html,http://gutenberg.net.au/ebooks05/0500481.txt,,,
The Great Portrait Mystery,R Austin Freeman,,,http://gutenberg.net.au/ebooks05/0500471h.html,http://gutenberg.net.au/ebooks05/0500471.txt,,,
A New Voyage Round the World,William Dampier,,,http://gutenberg.net.au/ebooks05/0500461h.html,http://gutenberg.net.au/ebooks05/0500461.txt,,,
Four Faultless Felons,G K Chesterton,,,http://gutenberg.net.au/ebooks03/0300781h.html,,,,
South Moon Under,Marjorie Kinnon Rawlings,,,http://gutenberg.net.au/ebooks05/0500451h.html,http://gutenberg.net.au/ebooks05/0500451.txt,,,
Not Under Forty,Willa Cather,,,http://gutenberg.net.au/ebooks05/0500441h.html,http://gutenberg.net.au/ebooks05/0500441.txt,,,
Miss Bishop,Bess Streeter Aldrich,,,http://gutenberg.net.au/ebooks05/0500431h.html,http://gutenberg.net.au/ebooks05/0500431.txt,,,
The Paradoxes of Mr Pond,G K Chesterton,,,http://gutenberg.net.au/ebooks05/0500421h.html,http://gutenberg.net.au/ebooks05/0500421.txt,,,
The Croquet Player,H G Wells,,,http://gutenberg.net.au/ebooks05/0500411h.html,http://gutenberg.net.au/ebooks05/0500411.txt,,,
Morning Journey,James Hilton,,,http://gutenberg.net.au/ebooks05/0500401h.html,http://gutenberg.net.au/ebooks05/0500401.txt,,,
Dr Thorndyke Short Story Omnibus,R A Freeman,R Austin Freeman,,http://gutenberg.net.au/ebooks05/0500391h.html,http://gutenberg.net.au/ebooks05/0500391.txt,,,
Pontixex Son and Thorndyke,R Austin Freeman,,,http://gutenberg.net.au/ebooks05/0500381h.html,http://gutenberg.net.au/ebooks05/0500381.txt,,,
Mr Polton Explains,R Austin Freeman,,,http://gutenberg.net.au/ebooks05/0500371h.html,http://gutenberg.net.au/ebooks05/0500371.txt,,,
Felo de Se,R Austin Freeman,,,http://gutenberg.net.au/ebooks05/0500361h.html,,,,
A Certain Dr Thorndyke,R Austin Freeman,,,http://gutenberg.net.au/ebooks05/0500351h.html,http://gutenberg.net.au/ebooks05/0500351.txt,,,
Random Harvest,James Hilton,,,http://gutenberg.net.au/ebooks05/0500341h.html,http://gutenberg.net.au/ebooks05/0500341.txt,,,
The Marquis of Carabas,Rafael Sabatini,,,http://gutenberg.net.au/ebooks05/0500331h.html,http://gutenberg.net.au/ebooks05/0500331.txt,,,
My Mortal Enemy,Willa Cather,,,http://gutenberg.net.au/ebooks05/0500321h.html,http://gutenberg.net.au/ebooks05/0500321.txt,,,
Joan Haste,H Rider Haggard,,,http://gutenberg.net.au/ebooks05/0500311h.html,http://gutenberg.net.au/ebooks05/0500311.txt,,,
A History of Western Australia,J S Battye,,,http://gutenberg.net.au/ebooks05/0500301h.html,http://gutenberg.net.au/ebooks05/0500301.txt,,,
Was it Murder?,James Hilton,,,http://gutenberg.net.au/ebooks05/0500291h.html,http://gutenberg.net.au/ebooks05/0500291.txt,,,
C.I.D.,Talbot Mundy,,,http://gutenberg.net.au/ebooks05/0500281h.html,http://gutenberg.net.au/ebooks05/0500281.txt,,,
OM: The Secret of Ahbor Valley (1924),T Mundy,Talbot Mundy,,http://gutenberg.net.au/ebooks05/0500271h.html,http://gutenberg.net.au/ebooks05/0500271.txt,,,
Lord Minto A Memoir,John Buchan,,,http://gutenberg.net.au/ebooks05/0500261h.html,http://gutenberg.net.au/ebooks05/0500261.txt,,,
The Bandit of Hell's Bend,Edgar Rice Burroughs,,,http://gutenberg.net.au/ebooks05/0500251h.html,,,,
Tarzan and the City of Gold,Edgar R Burroughs,,,http://gutenberg.net.au/ebooks05/0500241h.html,,,,
The Deputy Sheriff of Comanche County,Burroughs,Edgar Rice Burroughs,,http://gutenberg.net.au/ebooks05/0500231h.html,,,,
The Moon Men,Edgar Rice Burroughs,,,http://gutenberg.net.au/ebooks05/0500221h.html,,,,
Tarzan the Magnificent,Edgar Rice Burroughs,,,http://gutenberg.net.au/ebooks05/0500211h.html,,,,
Tarzan and the Leopard Men,Edgar Rice Burroughs,,,http://gutenberg.net.au/ebooks05/0500201h.html,,,,
Tarzan the Invincible,Edgar Rice Burroughs,,,http://gutenberg.net.au/ebooks05/0500191h.html,,,,
Land of Terror,Edgar Rice Burroughs,,,http://gutenberg.net.au/ebooks05/0500181h.html,,,,
The Lad and the Lion,Edgar Rice Burroughs,,,http://gutenberg.net.au/ebooks05/0500171h.html,,,,
The Girl From Hollywood,Edgar Rice Burroughs,,,http://gutenberg.net.au/ebooks05/0500161h.html,,,,
The Edge of the Unknown,Arthur Conan Doyle,,,http://gutenberg.net.au/ebooks05/0500151h.html,http://gutenberg.net.au/ebooks05/0500151.txt,,,
Lost Horizon,James Hilton,,,http://gutenberg.net.au/ebooks05/0500141h.html,http://gutenberg.net.au/ebooks05/0500141.txt,,,
Our New Selection,Steele Rudd,,,http://gutenberg.net.au/ebooks05/0500131h.html,http://gutenberg.net.au/ebooks05/0500131.txt,,,
The Mother's Recompense,Edith Wharton,,,http://gutenberg.net.au/ebooks05/0500121h.html,http://gutenberg.net.au/ebooks05/0500121.txt,,,
Good-bye Mr. Chips,James Hilton,,,http://gutenberg.net.au/ebooks05/0500111h.html,http://gutenberg.net.au/ebooks05/0500111.txt | http://gutenberg.net.au/ebooks05/0500101.txt,,,
Across the Unknown,Stewart Edward White,,,,http://gutenberg.net.au/ebooks05/0500091.txt,,,
Heart of the World,H Rider Haggard,,,http://gutenberg.net.au/ebooks05/0500081h.html,http://gutenberg.net.au/ebooks05/0500081.txt,,,
The Indian Cookery Book,Anonymous,,,http://gutenberg.net.au/ebooks05/0500071h.html,http://gutenberg.net.au/ebooks05/0500071.txt,,,
Generals Die in Bed,Charles Yale Harrison,,,http://gutenberg.net.au/ebooks05/0500061h.html,http://gutenberg.net.au/ebooks05/0500061.txt,,,
Around the Boree Log and Other Verses,O'Brien,"John O'brien, pseudonym for Patrick Joseph Hartigan",,,http://gutenberg.net.au/ebooks05/0500051.txt,,,
Touch and Go,D H Lawrence,,,http://gutenberg.net.au/ebooks05/0500041h.html,http://gutenberg.net.au/ebooks05/0500041.txt,,,
The Merry-go-round,D H Lawrence,,,http://gutenberg.net.au/ebooks05/0500031h.html,http://gutenberg.net.au/ebooks05/0500031.txt,,,
A Collier's Friday Night,D H Lawrence,,,http://gutenberg.net.au/ebooks05/0500021h.html,http://gutenberg.net.au/ebooks05/0500021.txt,,,
The Widowing of Mrs Holroyd,D H Lawrence,,,http://gutenberg.net.au/ebooks05/0500011h.html,http://gutenberg.net.au/ebooks05/0500011.txt,,,
The Daughter-in-law,D H Lawrence,,,http://gutenberg.net.au/ebooks04/0400871h.html,http://gutenberg.net.au/ebooks04/0400871.txt,,,
David,D H Lawrence,,,http://gutenberg.net.au/ebooks04/0400861h.html,http://gutenberg.net.au/ebooks04/0400861.txt,,,
The Fight for Barbara,D H Lawrence,,,http://gutenberg.net.au/ebooks04/0400851h.html,http://gutenberg.net.au/ebooks04/0400851.txt,,,
